급여대상,사료 종목,브랜드,이름,가격,용량,사료 형태,제조국,유기농여부,특이사항,칼로리(100g),특정종대상,동물크기,급여연령,Mainflavor,Allergy,주원료,키블크기,금기대상,특정급여시기,질환,처방적용대상효능,수분,조단백질,조지방,조회분,조섬유,칼슘,인,탄수화물,오메가3,오메가6
강아지,일반식,아카나(ACANA),클래식 프레이리 폴트리,17000,1000,건식(반건식),캐나다,N,,349.3,전체,무관,0~max,"닭, 채소, 칠면조","닭, 칠면조, 콩, 계란, 과일","닭고기, 퀴리, 닭간, 닭심장, 닭신장, 렌틸콩, 완두콩, 칠면조, 통계란, 닭지방, 병아리콩, 통귀리, 청어유, 알팔파, 렌틸섬유질, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 당근, 사과, 배, 소금, 크랜베리, 블루베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,31.2,18.3,8.1,5.4,1.4,1.1,-1,0.5,2.8
강아지,일반식,아카나(ACANA),클래식 와일드 코스트,17000,1000,건식(반건식),캐나다,N,,349.3,전체,무관,0~max,"어류, 채소","어류, 콩, 과일","청어, 퀴리, 가자미, 청어유, 카놀라유, 메를루사, 렌틸콩, 완두콩, 병아리콩, 귀리, 알팔파, 렌틸섬유질, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 당근, 사과, 배, 크랜베리, 블루베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,33,19.3,8.5,5.7,1.3,1,-1,1.6,2.8
강아지,일반식,아카나(ACANA),헤리티지 퍼피 스몰 브리드,13000,1000,건식(반건식),캐나다,N,,366,전체,소형,0~max,"닭, 칠면조, 어류","닭, 칠면조, 콩, 계란, 어류, 과일","닭고기, 칠면조고기, 렌틸콩, 완두콩, 닭간, 닭심장, 닭신장, 닭지방, 통계란, 가자미, 청어, 청어유, 알팔파, 렌틸콩, 잠두, 완두섬유질, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 닭간, 칠면조간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",8~9,-1,무관,-1,-1,0,37.5,22.7,8,5.7,1.7,1.3,-1,1.1,3.1
강아지,일반식,아카나(ACANA),헤리티지 퍼피&주니어,13000,1000,건식(반건식),캐나다,N,,366,전체,중형,0~max,"닭, 칠면조, 어류","닭, 칠면조, 콩, 계란, 과일","닭고기, 칠면조고기, 렌틸콩, 완두콩, 닭간, 닭심장, 닭신장, 닭지방, 통계란, 가자미, 청어, 청어유, 알팔파, 렌틸콩, 잠두, 완두섬유질, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 닭간, 칠면조간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",8~9,-1,무관,-1,-1,0,37.5,22.7,8,5.7,1.7,1.3,-1,1.1,3.1
강아지,일반식,아카나(ACANA),헤리티지 어덜트 스몰 브리드,12000,1000,건식(반건식),캐나다,N,,351,전체,소형,0~12,"닭, 칠면조","닭, 칠면조, 콩, 계란, 어류, 과일","닭고기, 칠면조고기, 렌틸콩, 완두콩, 잠두, 닭지방, 닭간, 닭심장, 닭신장, 청어, 통계란, 가자미, 청어유, 알팔파, 렌틸콩, 완두섬유질, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 칠면조간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",8~9,-1,무관,-1,-1,0,35.2,19.3,8,5.7,1.6,1.3,-1,1.1,3
강아지,일반식,아카나(ACANA),헤리티지 어덜트 독,14000,1000,건식(반건식),캐나다,N,,351,전체,무관,0~max,"닭, 칠면조, 어류","닭, 칠면조, 어류, 콩, 계란, 과일","닭고기, 칠면조고기, 렌틸콩, 완두콩, 잠두, 닭간, 닭심장, 닭신장, 청어, 닭지방, 렌틸콩, 통계란, 가자미, 청어유, 알팔파, 완두섬유질, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 칠면조간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,33,19.3,8,5.7,1.5,1.1,-1,1.1,3
강아지,일반식,아카나(ACANA),헤리티지 어덜트 라지 브리드,17000,1000,건식(반건식),캐나다,N,,337.5,전체,대형,0~12,"닭, 칠면조, 어류","닭, 칠면조, 콩, 어류, 과일","닭고기, 칠면조고기, 렌틸콩, 완두콩, 잠두, 닭간, 닭심장, 닭신장, 청어, 닭지방, 렌틸콩, 통계란, 가자미, 청어유, 알팔파, 완두섬유질, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 칠면조간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,35.2,17.1,8,6.8,1.6,1.3,-1,1.4,2.7
강아지,일반식,아카나(ACANA),헤리티지 스포츠&아질리티,17000,1000,건식(반건식),캐나다,N,활동량많은강아지,351,전체,무관,0~max,"닭, 칠면조, 어류","닭, 칠면조, 콩, 어류, 계란, 과일","닭고기, 칠면조고기, 렌틸콩, 닭지방, 완두콩, 닭간, 닭심장, 닭신장, 청어, 청어유, 통계란, 알팔파, 잠두, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 칠면조간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,39.8,25,9.1,5.7,1.9,1.3,-1,1.4,3.1
강아지,일반식,아카나(ACANA),헤리티지 라이트&피트,9000,1000,건식(반건식),캐나다,N,,307,전체,무관,13~84,"닭, 어류","닭, 칠면조, 콩, 어류, 계란, 과일","닭고기, 칠면조고기, 렌틸콩, 완두콩, 완두섬유질, 닭간, 닭심장, 닭신장, 청어, 통계란, 가자미, 알팔파, 잠두, 닭지방, 청어유, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 칠묜조간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,39.8,12.5,8,9.1,1.9,1.3,-1,1,2.5
강아지,일반식,아카나(ACANA),헤리티지 시니어 독,17000,1000,건식(반건식),캐나다,N,,332.5,전체,무관,84~max,"닭, 어류","닭, 칠면조, 콩, 어류, 계란, 과일","닭고기, 칠면조고기, 렌틸콩, 완두콩, 닭간, 닭심장, 닭신장, 닭지방, 통계란, 가자미, 청어, 청어유, 알팔파, 렌틸콩, 잠두, 완두섬유질, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 닭간, 칠면조간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,37.5,15.9,8,6.8,1.7,1.3,-1,1.1,2.5
강아지,일반식,아카나(ACANA),리저날 독 와일드 프레이리 독,10000,1000,건식(반건식),캐나다,N,,385,전체,무관,0~max,"닭, 어류","닭, 칠면조, 콩, 어류, 계란, 과일","닭고기, 칠면조고기, 닭간, 닭심장, 닭신장, 청어, 완두콩, 렌틸콩, 병아리콩, 통계란, 월아이, 송어, 닭지방, 칠면조간, 칠면조심장, 칠면조신장, 알팔파, 대구유, 섬유질, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 소금, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,39.8,19.3,8,6.8,1.7,1.3,-1,1,3
강아지,일반식,아카나(ACANA),리저날 패시피카 독,11000,1000,건식(반건식),캐나다,N,,385,전체,무관,0~max,어류,"어류, 콩, 과일","청어, 정어리, 첨치가자미, 대구, 명태, 풋완두, 렌틸콩, 병아리콩, 대구유, 메를루사, 볼락, 강낭콩, 알팔파, 해바라기유, 렌탈섬유질, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 대구간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,39.8,19.3,8,6.8,1.7,1.3,-1,2.3,2.3
강아지,일반식,아카나(ACANA),싱글즈 프리 런 덕,11000,1000,건식(반건식),캐나다,N,,339.3,전체,무관,0~max,"오리, 과일","오리, 콩, 과일","오리고기, 완두콩, 렌틸콩, 오리간, 오리심장, 오리신장, 오리지방, 배, 완두콩, 오리연골, 렌틸섬유질, 해조류, 스쿼시, 호박, 켈프, 오리간, 소금, 크랜베리, 블루베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,35.2,17.1,8.5,5.7,1.5,1,-1,0.9,2.5
강아지,일반식,아카나(ACANA),싱글즈 요크셔 포크,11000,1000,건식(반건식),캐나다,N,,339.3,전체,무관,0~max,돼지,"돼지, 콩, 과일","돼지고기, 풋완두, 렌틸콩, 돼지간, 돼지지방, 돼지신장, 스쿼시, 완두콩, 돼지연골, 렌틸섬유질, 해조류, 호박, 켈프, 돼지간, 소금, 크랜베리, 블루벨리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,35.2,17.1,8.5,5.7,1.4,1,-1,1,3
강아지,일반식,아카나(ACANA),패시픽 필차드,17000,1000,건식(반건식),캐나다,N,,339.3,전체,무관,0~max,어류,"어류, 콩, 과일","정어리, 완두콩, 렌틸콩, 정어리유, 케일, 시금치, 순무잎, 해바라기유, 렌틸섬유질, 스쿼시, 호박, 켈프, 크랜베리, 블루베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,35.2,17.1,8.5,5.7,1.3,1,-1,1.7,2.8
강아지,일반식,아카나(ACANA),헤리티지 퍼피&라지브리드,16500,1000,건식(반건식),캐나다,N,,337.5,전체,무관,0~max,"닭, 칠면조, 어류","닭, 칠면조, 콩, 계란, 어류, 과일","닭고기, 칠면조고기, 렌틸콩, 완두콩, 닭간, 닭심장, 닭신장, 닭지방, 통계란, 가자미, 청어, 청어유, 알팔파, 렌틸콩, 잠두, 완두섬유질, 닭연골, 켈프, 호박, 스쿼시, 파스닙, 케일, 시금치, 겨잣잎, 순무잎, 당근, 사과, 배, 닭간, 칠면조간, 크랜베리, 블루베리, 치커리뿌리, 강황, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,37.5,17.1,8,6.8,1.6,1.1,-1,1.4,2.7
강아지,일반식,가장 맛있는 시간 30일,그레인프리 오븐베이크드 닭고기 시니어,7800,500,건식(반건식),대한민국,N,,364.5,전체,무관,0~max,닭,"닭, 콩, 계란, 효모, 과일","닭고기, 병아리콩, 완두콩단백질, 완두전분, 타피오카전분, 아마인, 렌틸콩, 비트식이섬유, 닭간, 닭기름, 카놀라유, 닭고기가수분해단백질분말, 맥주효모, 계란분말, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 사과, 브로콜리, 제이인산칼슘, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 레시틴, 생선기름(오메가3오일), DL-메티오닌, 염화콜린, 치커리이눌린, L-라이신, 미량광물질류합제(미네랄), 비타민제합제, 글루코사민, 천연토코페롤",9~9,-1,무관,-1,-1,0,26.7,15.6,10,5.6,0.8,0.7,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,그레인프리 크런치 닭고기 퍼피,6700,500,건식(반건식),대한민국,N,,378,전체,무관,0~max,닭,"닭, 콩, 효모, 계란, 과일","닭고기, 병아리콩, 완두콩단백질, 완두전분, 타피오카전분, 아마인, 렌틸콩, 비트식이섬유, 닭간, 닭기름, 카놀라유, 닭고기가수분해단백질분말, 맥주효모, 계란분말, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 사과, 브로콜리, 제이인산칼슘, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 레시틴, 생선기름(오메가3오일), DL-메티오닌, 염화콜린, 치커리이눌린, L-라이신, 미량광물질류합제(미네랄), 비타민제합제, 글루코사민, 천연토코페롤",7~7,-1,무관,-1,-1,0,30,18.9,10,5.6,1.1,0.9,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,그레인프리 오븐베이크드 소고기 어덜트,8800,500,건식(반건식),대한민국,N,,370,전체,무관,0~max,소,"소, 콩, 효모, 과일, 아마","소고기, 병아리콩, 렌틸콩, 완두콩단백질, 타피오카전분, 완두전분, 아마인, 소기름, 비트식이섬유, 카놀라유, 닭간, 맥주효모, 계란분말, 비타민제합제, 타우린, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 당근, 사과, 제이인산칼슘, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 생선기름(오메가3오일), 염화콜린, DL-메티오닌, L-라이신, 미량광물질류합제(미네랄), L-카르니틴",9~9,-1,무관,-1,-1,0,27.8,16.7,10,5.6,0.8,0.7,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,그레인프리 크런치 연어 어덜트,7300,500,건식(반건식),대한민국,N,,370,전체,무관,0~max,연어,"연어, 콩, 효모, 계란","연어, 병아리콩, 완두콩단백질, 렌틸콩, 타피오카전분, 카놀라유, 완두전분, 아마인, 비트식이섬유, 닭고기가수분해단백질분말, 제이인산칼슘, 맥주효모, 계란분말, 염화칼륨, 탄산칼슘, 정제소금, 글리세린지방산에스테르, DL-메티오닌, 염화콜린, 생선기름(오메가3오일), 치커리이눌린, L-라이신, 미량광물질류합제(미네랄), 비타민제합제, 천연토코페롤, 타우린, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 사과, 케일분말",9~9,-1,무관,-1,-1,0,27.8,16.7,10,5.6,0.8,0.7,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,그레인프리 오븐베이크드 닭고기 어덜트,7800,500,건식(반건식),대한민국,N,,370,전체,무관,0~max,닭,"닭, 콩, 효모, 과일, 계란, 아마","닭고기, 병아리콩, 완두콩단백질, 완두전분, 렌틸콩, 타피오카전분, 아마인, 비트식이섬유, 닭기름, 카놀라유, 닭간, 제이인산칼슘, 닭고기가수분해단백질분말, 맥주효모, 계란분말, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 생선기름(오메가3오일), DL-메티오닌, 천연토코페롤, 타우린, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 사과, 브로콜리",9~9,-1,무관,-1,-1,0,27.8,16.7,10,5.6,0.8,0.7,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,그레인프리 크런치 닭고기 어덜트,6300,500,건식(반건식),대한민국,N,,370,전체,무관,0~max,닭,"닭, 콩, 효모, 계란, 과일","닭고기, 병아리콩, 완두콩단백질, 완두전분, 타피오카전분, 아마인, 렌틸콩, 비트식이섬유, 닭간, 닭기름, 카놀라유, 닭고기가수분해단백질분말, 맥주효모, 계란분말, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 사과, 브로콜리, 제이인산칼슘, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 생선기름(오메가3오일), 염화콜린, DL-메티오닌, L-라이신, 미량광물질류합제(미네랄), L-카르니틴",9~9,-1,무관,-1,-1,0,27.8,16.7,10,5.6,0.8,0.7,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,그레인프리 오븐베이크드 닭고기 퍼피,7800,500,건식(반건식),대한민국,N,,378,전체,무관,0~max,닭,"닭, 콩, 효모, 계란, 과일","닭고기, 병아리콩, 완두콩단백질, 완두전분, 타피오카전분, 아마인, 렌틸콩, 비트식이섬유, 닭간, 닭기름, 카놀라유, 닭고기가수분해단백질분말, 맥주효모, 계란분말, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 사과, 브로콜리, 제이인산칼슘, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 생선기름(오메가3오일), 염화콜린, DL-메티오닌, L-라이신, 미량광물질류합제(미네랄), L-카르니틴",7~7,-1,무관,-1,-1,0,30,18.9,10,5.6,1.1,0.9,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,그레인프리 크런치 소고기 어덜트,7700,500,건식(반건식),대한민국,N,,370,전체,무관,0~max,소,"소, 콩, 효모, 계란, 과일","소고기, 병아리콩, 렌틸콩, 완두콩단백질, 타피오카전분, 완두전분, 아마인, 소기름, 비트식이섬유, 카놀라유, 닭간, 맥주효모, 계란분말, 비타민제합제, 타우린, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 당근, 사과, 제이인산칼슘, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 생선기름(오메가3오일), 염화콜린, DL-메티오닌, L-라이신, 미량광물질류합제(미네랄), L-카르니틴",9~9,-1,무관,-1,-1,0,27.8,16.7,10,5.6,0.8,0.7,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,그레인프리 오븐베이크드 연어 어덜트,8800,500,건식(반건식),대한민국,N,,370,전체,무관,0~max,연어,"연어, 콩, 계란, 효모","연어, 병아리콩, 완두콩단백질, 렌틸콩, 타피오카전분, 카놀라유, 완두전분, 아마인, 비트식이섬유, 닭고기가수분해단백질분말, 제이인산칼슘, 맥주효모, 계란분말, 염화칼륨, 탄산칼슘, 정제소금, 글리세린지방산에스테르, DL-메티오닌, 염화콜린, 생선기름(오메가3오일), 치커리이눌린, L-라이신, 미량광물질류합제(미네랄), 비타민제합제, 천연토코페롤, 타우린, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 사과, 케일분말",9~9,-1,무관,-1,-1,0,27.8,16.7,10,5.6,0.8,0.7,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,그레인프리오븐베이크드 양고기 어덜트,8800,500,건식(반건식),대한민국,N,,367.5,전체,무관,0~max,양,"양, 콩, 돼지, 계란, 효모, 과일, 아마","양고기, 렌틸콩, 병아리콩, 완두콩단백질, 타피오카전분, 완두전분, 아마인, 돼지간, 비트식이섬유, 소기름, 제이인산칼슘, 카놀라유, 맥주효모, 계란분말, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, DL-메티오닌, 생선기름(오메가3오일), 염화콜린, L-라이신, 미량광물질류합제(미네랄), 비타민제합제, 타우린, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 바나나, 브로콜리, 당근, 비타민합제",9~9,-1,무관,-1,-1,0,25,15,8,4,1,0.7,-1,-1,0
강아지,일반식,가장 맛있는 시간 30일,그레인프리 크런치 닭고기 시니어,6300,500,건식(반건식),대한민국,N,,364.5,전체,무관,0~max,닭,"닭, 콩, 효모, 계란, 과일, 아마","닭고기, 병아리콩, 완두콩단백질, 완두전분, 타피오카전분, 아마인, 렌틸콩, 비트식이섬유, 닭간, 닭기름, 카놀라유, 닭고기가수분해단백질분말, 맥주효모, 계란분말, 단호박분말, 블루베리분말, 로즈마리추출물, 녹차추출물, 사과, 브로콜리, 제이인산칼슘, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 레시틴, 생선기름(오메가3오일), DL-메티오닌, 염화콜린, 치커리이눌린, L-라이신, 미량광물질류합제(미네랄), 비타민제합제, 글루코사민, 천연토코페롤, 타우린",9~9,-1,무관,-1,-1,0,26.7,15.6,10,5.6,0.8,0.7,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,스마트 발란스 시니어,4700,500,건식(반건식),대한민국,N,,345,전체,무관,85~max,"닭, 곡류","닭, 콩, 옥수수, 효모, 과일, 아마","닭고기, 완두콩, 콘그릿츠, 아마인, 비트식이섬유, 닭간, 소기름, 카놀라유, 맥주효모, 코코넛, 치킨윙팁, 비타민제합제, 타우린, 로즈마리추출물, 녹차추출물, 블루베리, 아사이베리, 마키베리, 효모추출물, 제이인산칼슘, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 생선기름(오메가3오일), 염화콜린, DL-메티오닌, L-라이신, 미량광물질류합제(미네랄), L-카르니틴",9~9,-1,무관,-1,-1,0,24.4,13.3,8.9,4.4,0.9,0.8,-1,-1,-1
강아지,일반식,가장 맛있는 시간 30일,스마트 발란스 어덜트,4700,500,건식(반건식),대한민국,N,,333,전체,무관,13~84,"닭, 곡류","닭, 콩, 효모, 옥수수, 아마, 과일","닭고기, 완두콩, 콘그릿츠, 아마인, 비트식이섬유, 닭간, 소기름, 카놀라유, 맥주효모, 코코넛, 치킨윙팁, 비타민제합제, 타우린, 로즈마리추출물, 녹차추출물, 블루베리, 아사이베리, 마키베리, 효모추출물, 제이인산칼슘, 탄산칼슘, 염화칼륨, 정제소금, 글리세린지방산에스테르, 생선기름(오메가3오일), 염화콜린, DL-메티오닌, L-라이신, 미량광물질류합제(미네랄), L-카르니틴",9~9,-1,무관,-1,-1,0,26.7,13.3,8.9,4.4,1,0.9,-1,-1,-1
강아지,일반식,밥이보약,DOG 탄탄한 성장,23800,2000,건식(반건식),대한민국,N,,353,전체,무관,0~2,"닭, 곡류","닭, 콩, 옥수수, 어류, 효모, 과일, 아마","닭고기, 완두콩, 콘글루텐, 곡류, 카놀라유, 아마인, 소기름, 닭간, 제이인산칼슘, 비트식이섬유, 병아리콩, 탄산칼슘, 생선분말, 맥주효모, 정제소금, 프로바이오틱스, 생선기름, 블루베리, 로즈마리추출물, 녹차추출물, 비타민제합제, 미량광물질류합제, 천연토코페롤, 치커리이눌린, 타우린, DL-메티오닌, L-라이신, 염화칼륨, 효모추출물, 염화콜린, L-카르니틴",6~6,-1,무관,-1,-1,0,30,17.8,8.9,4.4,1.1,1,-1,-1,-1
강아지,일반식,밥이보약,DOG 튼튼한 관절,23800,2000,건식(반건식),대한민국,N,,333,전체,무관,0~max,"닭, 어류","닭, 콩, 옥수수, 아마, 효모","닭고기, 완두콩, 곡류, 콘글루텐, 아마인, 비트식이섬유, 제이인산칼슘, 닭간, 카놀라유, 소기름, 치킨윙팁, 병아리콩, 맥주효모, 염화칼륨, 초록입홍합, 글루코사민, 식이유황, 치커리이눌린, L-카르니틴, DL-메티오닌, L-라이신, 타우린, 탄산칼슘, 염화콜린, 미량광물질류합제, 비타민제합제, 정제소금, 로즈마리추출물, 녹차추출물, 토코페롤, 효모추출물",6~6,-1,무관,-1,-1,0,26.7,13.3,8.9,4.4,1,0.9,-1,-1,-1
강아지,일반식,밥이보약,DOG 빛나는 피모,23800,2000,건식(반건식),대한민국,N,,333,전체,무관,85~max,"닭, 과일","닭, 콩, 옥수수, 아마, 효모","닭고기, 완두콩, 곡류, 콘글루텐, 아마인, 비트식이섬유, 제이인산칼슘, 소기름, 닭간, 카놀라유, 치킨윙팁, 병아리콩, 맥주효모, 코코넛, 염화칼륨, 탄산칼슘, 정제소금, L-라이신, DL-메티오닌, 염화콜린, 생선기름, 미량광물질류합제, 비타민제합제, 토코페롤, 치커리이눌린, 타우린, 로즈마리추출물, 녹차추출물, L-카르니틴, 효모추출물",6~6,-1,무관,-1,-1,0,24.4,13.3,8.9,4.4,0.9,0.8,-1,-1,-1
강아지,일반식,밥이보약,DOG 건강한 장,23800,2000,건식(반건식),대한민국,N,,316.5,전체,무관,0~max,"닭, 과일","닭, 콩, 옥수수, 쌀, 효모, 아마, 곡류","닭고기, 완두콩, 곡류, 콘글루텐, 쌀, 아마인, 비트식이섬유, 닭간, 타피오카전분, 제이인산칼슘, 카놀라유, 병아리콩, 맥주효모, 염화칼륨, 탄산칼슘, 프로바이오틱스, 생선기름, 비타민제합제, 미량광물질류합제",6~6,-1,무관,-1,-1,0,24.4,8.9,7.8,4.4,1,0.8,-1,-1,-1
강아지,일반식,밥이보약,DOG 토탈웰빙,23800,2000,건식(반건식),대한민국,N,,331.5,전체,무관,0~max,"닭, 과일","닭, 콩, 옥수수, 아마, 효모, 과일","닭고기, 완두콩, 콘그릿츠, 콘글루텐, 아마인, 비트식이섬유, 제이인산칼슘, 닭간, 소기름, 치킨윙팁, 카놀라유, 맥주효모, 염화칼륨, 강황, 천연토코페롤, 블루베리, 아사이베리, 마키베리, 로즈마리추출물, 녹차추출물, 생선기름, 비타민제합제, 타우린, 미령광물질류합제, 탄산칼슘, 정제소금, 레시틴, DL-메티오닌, L-라이신, 염화콜린",5~5,-1,무관,-1,-1,0,25.6,12.2,7.8,4.4,1,0.8,-1,-1,-1
강아지,일반식,밥이보약,DOG 활기찬 노후,23800,2000,건식(반건식),대한민국,N,확인필요,333,전체,무관,0~max,"닭, 과일","닭, 콩, 옥수수, 과일, 효모","닭고기, 완두콩, 곡류, 콘글루텐, 아마인, 비트식이섬유, 제이인산칼슘, 닭간, 소기름, 타피오카전분, 카놀라유, 치킨윙팁, 맥주효모, 코코넛, 염화칼륨, 강황, 탄산칼슘, 생선기름, 글루코사민, L-티로신, 레시틴, 블루베리, 아사이베리, 마키베리, L-카르니틴, DL-메티오닌, L-라이신, 타우린, 염화콜린, 미량광물질류합제, 비타민제합제, 정제소금, 로즈마리추출물, 녹차추출물, 토코페롤, 효모추출물",5~5,-1,무관,-1,-1,0,30,8.9,10,6.7,0.9,0.8,-1,-1,-1
강아지,일반식,더 리얼(The Real),동결건조 오븐베이크드 닭고기 어덜트,27000,1000,건식(반건식),대한민국,N,,357.5,전체,무관,13~84,닭,"닭, 콩, 계란, 쌀, 효모, 과일, 아마","닭고기, 완두콩단백질, 쌀, 병아리콩, 타피오카전분, 비트식이섬유, 닭기름, 완두콩, 닭가슴살, 제이인산칼슘, 아마인, 계란분말, 맥주효모, 그린빈스, 당근, 탄산칼슘, 생선기름, 염화칼슘, 정제소금, 글리세린지방산에스테르, DL-메티오닌, 염화콜린, 치커리이눌린, 미량광물질류합제, 비타민제합제, L-라이신, 토코페롤, 로즈마리추출물, 녹차추출물, 타우린, 천연착색제, L-카르니틴, 블루베리, 아사이베리, 마키베리",9~9,-1,무관,-1,-1,0,32.2,17.8,10,7.8,0.8,0.7,-1,-1,-1
